PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
P20073,ANXA7,Annexin A7,ANXA7_HUMAN,1.150089634211164,0.0072727272727272,52739.24,134,0.8758169934640523,167,0.8978494623655914,154,0.875
P20338,RAB4A,Ras-related protein Rab-4A,RAB4A_HUMAN,0.7475103812162949,0.0073810825587752,24389.64,78,0.5098039215686274,106,0.5698924731182796,90,0.5113636363636364
P20339,RAB5A,Ras-related protein Rab-5A,RAB5A_HUMAN,0.9151750337515416,0.0016233766233766,23658.68,153,1.0,185,0.9946236559139785,175,0.9943181818181818
P20340,RAB6A,Ras-related protein Rab-6A,RAB6A_HUMAN,1.369863554021822,0.0072727272727272,23592.78,106,0.6928104575163399,113,0.6075268817204301,108,0.6136363636363636
P20618,PSMB1,Proteasome subunit beta type-1,PSB1_HUMAN,0.8913180995162553,0.0016233766233766,26489.36,143,0.934640522875817,163,0.8763440860215054,147,0.8352272727272727
P20700,LMNB1,Lamin-B1,LMNB1_HUMAN,1.645996193791419,0.006765899864682,66408.34,90,0.5882352941176471,117,0.6290322580645161,102,0.5795454545454546
P20701,ITGAL,Integrin alpha-L,ITAL_HUMAN,0.5691422571135162,0.0040983606557377,128769.54,153,1.0,186,1.0,176,1.0
P20742,PZP,Pregnancy zone protein,PZP_HUMAN,2.759692264010169,0.006765899864682,163862.95,102,0.6666666666666666,127,0.6827956989247311,124,0.7045454545454546
P20774,OGN,Mimecan,MIME_HUMAN,0.6609861071626301,0.0040983606557377,33922.22,153,1.0,181,0.9731182795698925,174,0.9886363636363636
P20810,CAST,Calpastatin,ICAL_HUMAN,1.841196333131087,0.0040983606557377,76572.83,134,0.8758169934640523,161,0.8655913978494624,134,0.7613636363636364
P20851,C4BPB,C4b-binding protein beta chain,C4BPB_HUMAN,0.7011124322637761,0.0072727272727272,28357.44,152,0.9934640522875817,186,1.0,173,0.9829545454545454
P20908,COL5A1,Collagen alpha-1(V) chain,CO5A1_HUMAN,0.5798754479097109,0.0040983606557377,183559.87,147,0.9607843137254902,180,0.967741935483871,164,0.9318181818181818
P20930,FLG,Filaggrin,FILA_HUMAN,0.9504778461457618,0.0073810825587752,435169.54,152,0.9934640522875817,184,0.989247311827957,170,0.9659090909090909
P20963,CD247,T-cell surface glycoprotein CD3 zeta chain,CD3Z_HUMAN,0.5506696849196882,0.0072727272727272,18696.43,103,0.673202614379085,129,0.6935483870967742,113,0.6420454545454546
P21281,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",VATB2_HUMAN,10.871785122177,0.0055467511885895,56500.73,113,0.738562091503268,139,0.7473118279569892,128,0.7272727272727273
P21291,CSRP1,Cysteine and glycine-rich protein 1,CSRP1_HUMAN,1.328505257073191,0.0016233766233766,20567.39,151,0.9869281045751634,183,0.9838709677419355,174,0.9886363636363636
P21333,FLNA,Filamin-A,FLNA_HUMAN,2.484237956726562,0.0016233766233766,280739,153,1.0,186,1.0,176,1.0
P21439,ABCB4,Phosphatidylcholine translocator ABCB4,MDR3_HUMAN,0.6444901748906995,0.0073810825587752,141523.12,129,0.8431372549019608,158,0.8494623655913979,134,0.7613636363636364
P21589,NT5E,5'-nucleotidase,5NTD_HUMAN,0.5697627190936692,0.0072727272727272,63367.74,123,0.803921568627451,169,0.9086021505376344,143,0.8125
P21730,C5AR1,C5a anaphylatoxin chemotactic receptor 1,C5AR1_HUMAN,0.6339683969570447,0.0016233766233766,39335.55,127,0.8300653594771242,153,0.8225806451612904,131,0.7443181818181818
P21796,VDAC1,Non-selective voltage-gated ion channel VDAC1,VDAC1_HUMAN,2.163828998221169,0.0040983606557377,30772.59,89,0.5816993464052288,114,0.6129032258064516,102,0.5795454545454546
P21810,BGN,Biglycan,PGS1_HUMAN,0.5657619409740169,0.0016233766233766,41654.06,153,1.0,186,1.0,176,1.0
P21926,CD9,CD9 antigen,CD9_HUMAN,0.6673816111840466,0.0072727272727272,25416.05,152,0.9934640522875817,185,0.9946236559139785,172,0.9772727272727273
P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,TGM2_HUMAN,2.327193737069205,0.0040983606557377,77328.82,137,0.8954248366013072,169,0.9086021505376344,156,0.8863636363636364
P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PIMT_HUMAN,0.6248381090922471,0.0058910162002945,24636.37,153,1.0,186,1.0,176,1.0
P22105,TNXB,Tenascin-X,TENX_HUMAN,0.5654527447378476,0.0016233766233766,458388.49,153,1.0,186,1.0,176,1.0
P22223,CDH3,Cadherin-3,CADH3_HUMAN,1.345309214738644,0.0016233766233766,91418.4,125,0.8169934640522876,163,0.8763440860215054,152,0.8636363636363636
P22234,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,PUR6_HUMAN,0.9146129042330812,0.0072727272727272,47079.22,131,0.8562091503267973,153,0.8225806451612904,143,0.8125
P22304,IDS,Iduronate 2-sulfatase,IDS_HUMAN,1.585514437110141,0.0016233766233766,61873.01,153,1.0,186,1.0,176,1.0
P22314,UBA1,Ubiquitin-like modifier-activating enzyme 1,UBA1_HUMAN,4.044557797121503,0.0058910162002945,117849,147,0.9607843137254902,179,0.9623655913978495,166,0.9431818181818182
P22352,GPX3,Glutathione peroxidase 3,GPX3_HUMAN,0.7946911179943914,0.0016233766233766,25552.33,153,1.0,186,1.0,176,1.0
P22392,NME2,Nucleoside diphosphate kinase B,NDKB_HUMAN,1.020083869704773,0.0072727272727272,17298.03,126,0.8235294117647058,156,0.8387096774193549,141,0.8011363636363636
P22466,GAL,Galanin peptides,GALA_HUMAN,0.6617262669916596,0.0040983606557377,13302.15,125,0.8169934640522876,164,0.8817204301075269,152,0.8636363636363636
P22607,FGFR3,Fibroblast growth factor receptor 3,FGFR3_HUMAN,0.5819371862117798,0.0016233766233766,87709.63,139,0.9084967320261438,150,0.8064516129032258,136,0.7727272727272727
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,ROA2_HUMAN,3.365070104827894,0.0058910162002945,37429.69,130,0.8496732026143791,154,0.8279569892473119,146,0.8295454545454546
P22692,IGFBP4,Insulin-like growth factor-binding protein 4,IBP4_HUMAN,0.625883334704195,0.0073810825587752,27933.97,153,1.0,184,0.989247311827957,171,0.9715909090909091
P22694,PRKACB,cAMP-dependent protein kinase catalytic subunit beta,KAPCB_HUMAN,1.679691199108335,0.0040983606557377,40622.69,119,0.7777777777777778,152,0.8172043010752689,128,0.7272727272727273
P22735,TGM1,Protein-glutamine gamma-glutamyltransferase K,TGM1_HUMAN,1.66340565400685,0.0040983606557377,89786.7,140,0.9150326797385621,168,0.9032258064516129,150,0.8522727272727273
P22792,CPN2,Carboxypeptidase N subunit 2,CPN2_HUMAN,0.6919731007891182,0.0016233766233766,60556.64,153,1.0,186,1.0,176,1.0
P22891,PROZ,Vitamin K-dependent protein Z,PROZ_HUMAN,0.7547347948002612,0.0016233766233766,44743.89,153,1.0,186,1.0,176,1.0
P23083,IGHV1-2,Immunoglobulin heavy variable 1-2,HV102_HUMAN,1.336931402256189,0.0016233766233766,13084.82,81,0.5294117647058824,107,0.5752688172043011,109,0.6193181818181818
P23141,CES1,Liver carboxylesterase 1,EST1_HUMAN,0.7553328580573475,0.0072727272727272,62521.07,148,0.9673202614379085,182,0.978494623655914,168,0.9545454545454546
P23142,FBLN1,Fibulin-1,FBLN1_HUMAN,0.6642538262606621,0.0016233766233766,77214.05,153,1.0,186,1.0,176,1.0
P23219,PTGS1,Prostaglandin G/H synthase 1,PGH1_HUMAN,2.03693505685099,0.0065597667638483,68686.35,84,0.5490196078431373,95,0.510752688172043,91,0.5170454545454546
P23229,ITGA6,Integrin alpha-6,ITA6_HUMAN,0.7212533517564479,0.0040983606557377,126605.5,153,1.0,186,1.0,176,1.0
P23276,KEL,Kell blood group glycoprotein,KELL_HUMAN,0.5848927758345045,0.0072727272727272,82823.85,103,0.673202614379085,121,0.6505376344086021,106,0.6022727272727273
P23280,CA6,Carbonic anhydrase 6,CAH6_HUMAN,0.5990233969175359,0.006765899864682,35366.79,111,0.7254901960784313,155,0.8333333333333334,139,0.7897727272727273
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,PPIB_HUMAN,0.665858749372457,0.0040983606557377,23742.53,153,1.0,186,1.0,176,1.0
P23327,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,SRCH_HUMAN,0.620763224903525,0.0040983606557377,80243.68,152,0.9934640522875817,182,0.978494623655914,163,0.9261363636363636
P23381,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",SYWC_HUMAN,0.7068526821086181,0.0016233766233766,53165.41,145,0.9477124183006536,176,0.946236559139785,168,0.9545454545454546
P23396,RPS3,Small ribosomal subunit protein uS3,RS3_HUMAN,1.628859103641018,0.0072727272727272,26688.31,115,0.7516339869281046,134,0.7204301075268817,114,0.6477272727272727
P23435,CBLN1,Cerebellin-1,CBLN1_HUMAN,0.7560866485346912,0.0073810825587752,21097.17,91,0.5947712418300654,121,0.6505376344086021,95,0.5397727272727273
P23467,PTPRB,Receptor-type tyrosine-protein phosphatase beta,PTPRB_HUMAN,0.5983233127042779,0.0016233766233766,224301.33,153,1.0,186,1.0,176,1.0
P23470,PTPRG,Receptor-type tyrosine-protein phosphatase gamma,PTPRG_HUMAN,0.4941124132840552,0.0040983606557377,162003.47,153,1.0,186,1.0,176,1.0
P23471,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,PTPRZ_HUMAN,0.544081205889137,0.0016233766233766,254587.27,153,1.0,186,1.0,176,1.0
P23526,AHCY,Adenosylhomocysteinase,SAHH_HUMAN,2.063511824575099,0.0016233766233766,47716.07,148,0.9673202614379085,176,0.946236559139785,153,0.8693181818181818
P23528,CFL1,Cofilin-1,COF1_HUMAN,1.86015209725817,0.0016233766233766,18502.49,153,1.0,186,1.0,176,1.0
P23588,EIF4B,Eukaryotic translation initiation factor 4B,IF4B_HUMAN,1.79116056659174,0.0058910162002945,69151.21,118,0.7712418300653595,139,0.7473118279569892,127,0.7215909090909091
P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4,AT2B4_HUMAN,0.618050499533675,0.0040983606557377,137920.16,146,0.954248366013072,179,0.9623655913978495,166,0.9431818181818182
P24043,LAMA2,Laminin subunit alpha-2,LAMA2_HUMAN,0.7504093784291802,0.0016233766233766,343905.42,151,0.9869281045751634,183,0.9838709677419355,167,0.9488636363636364
P24158,PRTN3,Myeloblastin,PRTN3_HUMAN,2.859855983313712,0.0072727272727272,27807.03,114,0.7450980392156863,134,0.7204301075268817,134,0.7613636363636364
P24387,CRHBP,Corticotropin-releasing factor-binding protein,CRHBP_HUMAN,0.508964928527821,0.0040983606557377,36144.35,101,0.6601307189542484,135,0.7258064516129032,116,0.6590909090909091
P24557,TBXAS1,Thromboxane-A synthase,THAS_HUMAN,2.011840437745259,0.0073810825587752,60518.3,85,0.5555555555555556,97,0.521505376344086,95,0.5397727272727273
P24592,IGFBP6,Insulin-like growth factor-binding protein 6,IBP6_HUMAN,0.6135375888269393,0.0040983606557377,25322.43,153,1.0,186,1.0,175,0.9943181818181818
P24593,IGFBP5,Insulin-like growth factor-binding protein 5,IBP5_HUMAN,0.7349696735729345,0.0016233766233766,30570.24,153,1.0,186,1.0,176,1.0
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase,PPAC_HUMAN,0.999520945248057,0.006765899864682,18042.48,129,0.8431372549019608,149,0.8010752688172043,144,0.8181818181818182
P24821,TNC,Tenascin,TENA_HUMAN,0.6759778290081282,0.0016233766233766,240853.41,153,1.0,186,1.0,176,1.0
P24844,MYL9,Myosin regulatory light polypeptide 9,MYL9_HUMAN,2.137264114861871,0.0040983606557377,19827.18,143,0.934640522875817,168,0.9032258064516129,161,0.9147727272727273
P25311,AZGP1,Zinc-alpha-2-glycoprotein,ZA2G_HUMAN,1.693479953636716,0.0040983606557377,34258.71,153,1.0,186,1.0,176,1.0
P25325,MPST,3-mercaptopyruvate sulfurtransferase,THTM_HUMAN,1.03375324637437,0.0073810825587752,33178.46,94,0.6143790849673203,130,0.6989247311827957,106,0.6022727272727273
P25445,FAS,Tumor necrosis factor receptor superfamily member 6,TNR6_HUMAN,0.575228427621695,0.0072727272727272,37732.2,94,0.6143790849673203,117,0.6290322580645161,93,0.5284090909090909
P25685,DNAJB1,DnaJ homolog subfamily B member 1,DNJB1_HUMAN,0.7211669620855261,0.0073810825587752,38044.11,89,0.5816993464052288,102,0.5483870967741935,88,0.5
P25705,ATP5F1A,"ATP synthase F(1) complex subunit alpha, mitochondrial",ATPA_HUMAN,2.769034458628219,0.0058910162002945,59750.62,139,0.9084967320261438,168,0.9032258064516129,149,0.8465909090909091
P25774,CTSS,Cathepsin S,CATS_HUMAN,0.7949395609551739,0.0040983606557377,37495.67,132,0.8627450980392157,160,0.8602150537634409,150,0.8522727272727273
P25786,PSMA1,Proteasome subunit alpha type-1,PSA1_HUMAN,0.8079272970441748,0.0016233766233766,29555.59,151,0.9869281045751634,181,0.9731182795698925,173,0.9829545454545454
P25787,PSMA2,Proteasome subunit alpha type-2,PSA2_HUMAN,1.082427232023678,0.0073810825587752,25898.58,136,0.8888888888888888,162,0.8709677419354839,154,0.875
P25788,PSMA3,Proteasome subunit alpha type-3,PSA3_HUMAN,0.8827732287224677,0.0040983606557377,28433.22,146,0.954248366013072,175,0.9408602150537635,157,0.8920454545454546
P25789,PSMA4,Proteasome subunit alpha type-4,PSA4_HUMAN,0.8546756167471835,0.0040983606557377,29483.8,146,0.954248366013072,179,0.9623655913978495,160,0.9090909090909091
P25815,S100P,Protein S100-P,S100P_HUMAN,2.788073847656485,0.0040983606557377,10399.9,119,0.7777777777777778,140,0.7526881720430108,131,0.7443181818181818
P26022,PTX3,Pentraxin-related protein PTX3,PTX3_HUMAN,0.6419043877543511,0.0016233766233766,41975.6,153,1.0,186,1.0,176,1.0
P26038,MSN,Moesin,MOES_HUMAN,0.9804813747983628,0.0016233766233766,67820.04,153,1.0,186,1.0,176,1.0
P26373,RPL13,Large ribosomal subunit protein eL13,RL13_HUMAN,1.104277209302843,0.0016233766233766,24261.47,118,0.7712418300653595,145,0.7795698924731183,121,0.6875
P26447,S100A4,Protein S100-A4,S10A4_HUMAN,0.7155885476506181,0.0016233766233766,11728.51,153,1.0,186,1.0,176,1.0
P26572,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1_HUMAN,0.5848771010643006,0.0040983606557377,50878.36,153,1.0,185,0.9946236559139785,176,1.0
P26583,HMGB2,High mobility group protein B2,HMGB2_HUMAN,1.184271320647603,0.0016233766233766,24033.75,131,0.8562091503267973,159,0.8548387096774194,148,0.8409090909090909
P26599,PTBP1,Polypyrimidine tract-binding protein 1,PTBP1_HUMAN,1.278247090359024,0.006765899864682,59633.06,118,0.7712418300653595,141,0.7580645161290323,130,0.7386363636363636
P26641,EEF1G,Elongation factor 1-gamma,EF1G_HUMAN,5.764701432149851,0.0040983606557377,50118.81,142,0.9281045751633987,175,0.9408602150537635,159,0.9034090909090909
P26927,MST1,Hepatocyte growth factor-like protein,HGFL_HUMAN,1.490485554342414,0.0040983606557377,80319.87,148,0.9673202614379085,182,0.978494623655914,173,0.9829545454545454
P27105,STOM,Stomatin,STOM_HUMAN,1.393865414341278,0.0040983606557377,31730.79,153,1.0,186,1.0,175,0.9943181818181818
P27169,PON1,Serum paraoxonase/arylesterase 1,PON1_HUMAN,0.4797449027430246,0.0040983606557377,39731.31,153,1.0,186,1.0,176,1.0
P27348,YWHAQ,14-3-3 protein theta,1433T_HUMAN,1.545781142655392,0.0016233766233766,27764.24,140,0.9150326797385621,172,0.9247311827956989,151,0.8579545454545454
P27482,CALML3,Calmodulin-like protein 3,CALL3_HUMAN,0.8126620047091803,0.0055467511885895,16890.7,153,1.0,185,0.9946236559139785,176,1.0
P27797,CALR,Calreticulin,CALR_HUMAN,0.4276584862345319,0.0016233766233766,48141.56,153,1.0,186,1.0,176,1.0
P27824,CANX,Calnexin,CALX_HUMAN,0.5980991825134193,0.0016233766233766,67568.3,153,1.0,186,1.0,176,1.0
P27918,CFP,Properdin,PROP_HUMAN,1.197284053858529,0.0073810825587752,51276.37,81,0.5294117647058824,93,0.5,100,0.5681818181818182
P28066,PSMA5,Proteasome subunit alpha type-5,PSA5_HUMAN,0.8359223969126942,0.006765899864682,26411.03,141,0.9215686274509803,173,0.9301075268817204,153,0.8693181818181818
P28070,PSMB4,Proteasome subunit beta type-4,PSB4_HUMAN,0.9107577967370372,0.0040983606557377,29204.23,124,0.8104575163398693,139,0.7473118279569892,131,0.7443181818181818
P28072,PSMB6,Proteasome subunit beta type-6,PSB6_HUMAN,0.7261588386344922,0.0073810825587752,25357.71,145,0.9477124183006536,170,0.9139784946236559,159,0.9034090909090909
P28074,PSMB5,Proteasome subunit beta type-5,PSB5_HUMAN,0.7484019445070094,0.0072727272727272,28480.27,132,0.8627450980392157,146,0.7849462365591398,143,0.8125
P28289,TMOD1,Tropomodulin-1,TMOD1_HUMAN,1.140417058229674,0.0040983606557377,40569.16,119,0.7777777777777778,137,0.7365591397849462,125,0.7102272727272727
P28300,LOX,Protein-lysine 6-oxidase,LYOX_HUMAN,0.9310888927075348,0.0058910162002945,46944.08,120,0.7843137254901961,154,0.8279569892473119,139,0.7897727272727273
P28482,MAPK1,Mitogen-activated protein kinase 1,MK01_HUMAN,0.7495870011554865,0.0072727272727272,41389.7,148,0.9673202614379085,186,1.0,173,0.9829545454545454
P28676,GCA,Grancalcin,GRAN_HUMAN,2.00618434027652,0.0016233766233766,24010.01,137,0.8954248366013072,164,0.8817204301075269,154,0.875
P28838,LAP3,Cytosol aminopeptidase,AMPL_HUMAN,1.566448702710638,0.0040983606557377,56166.34,128,0.8366013071895425,161,0.8655913978494624,153,0.8693181818181818
P28906,CD34,Hematopoietic progenitor cell antigen CD34,CD34_HUMAN,0.6070782330990108,0.0016233766233766,40716.46,153,1.0,184,0.989247311827957,175,0.9943181818181818
P29122,PCSK6,Proprotein convertase subtilisin/kexin type 6,PCSK6_HUMAN,1.328268281397086,0.0016233766233766,106420.08,146,0.954248366013072,184,0.989247311827957,172,0.9772727272727273
P29144,TPP2,Tripeptidyl-peptidase 2,TPP2_HUMAN,1.084237132362861,0.0072727272727272,138349.87,129,0.8431372549019608,147,0.7903225806451613,136,0.7727272727272727
P29279,CCN2,CCN family member 2,CCN2_HUMAN,1.261819877337686,0.0072727272727272,38091.43,127,0.8300653594771242,159,0.8548387096774194,135,0.7670454545454546
P29350,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,PTN6_HUMAN,1.600824192976991,0.0040983606557377,67561.13,144,0.9411764705882353,179,0.9623655913978495,160,0.9090909090909091
P29401,TKT,Transketolase,TKT_HUMAN,2.189075934639134,0.006765899864682,67877.63,138,0.9019607843137255,171,0.9193548387096774,155,0.8806818181818182
P29508,SERPINB3,Serpin B3,SPB3_HUMAN,3.503964427444045,0.0040983606557377,44564.59,135,0.8823529411764706,166,0.8924731182795699,155,0.8806818181818182
P29622,SERPINA4,Kallistatin,KAIN_HUMAN,0.565053285213449,0.0040983606557377,48541.96,153,1.0,186,1.0,176,1.0
P29692,EEF1D,Elongation factor 1-delta,EF1D_HUMAN,1.351154736515115,0.0072727272727272,31121.83,116,0.7581699346405228,132,0.7096774193548387,120,0.6818181818181818
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,MARCS_HUMAN,0.5762939779462817,0.0072727272727272,31554.66,146,0.954248366013072,181,0.9731182795698925,171,0.9715909090909091
P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,GNA11_HUMAN,1.541510607365367,0.0072727272727272,42123.33,145,0.9477124183006536,176,0.946236559139785,166,0.9431818181818182
P30040,ERP29,Endoplasmic reticulum resident protein 29,ERP29_HUMAN,1.804125682198116,0.0073810825587752,28993.43,117,0.7647058823529411,142,0.7634408602150538,138,0.7840909090909091
P30041,PRDX6,Peroxiredoxin-6,PRDX6_HUMAN,1.044710969353653,0.0040983606557377,25034.98,153,1.0,186,1.0,176,1.0
P30043,BLVRB,Flavin reductase (NADPH),BLVRB_HUMAN,1.282016127952926,0.0030581039755351,22119.34,153,1.0,186,1.0,176,1.0
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",PRDX5_HUMAN,1.694058408796787,0.0040983606557377,22086.43,132,0.8627450980392157,173,0.9301075268817204,161,0.9147727272727273
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3_HUMAN,2.056371715014377,0.0040983606557377,27692.65,126,0.8235294117647058,144,0.7741935483870968,135,0.7670454545454546
P30050,RPL12,Large ribosomal subunit protein uL11,RL12_HUMAN,0.9421184095212418,0.0073810825587752,17818.58,120,0.7843137254901961,149,0.8010752688172043,130,0.7386363636363636
P30085,CMPK1,UMP-CMP kinase,KCY_HUMAN,1.219853737543816,0.0073810825587752,22222.33,122,0.7973856209150327,140,0.7526881720430108,124,0.7045454545454546
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,PEBP1_HUMAN,1.221976292216828,0.0040983606557377,21056.78,146,0.954248366013072,177,0.9516129032258065,162,0.9204545454545454
P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,0.8342281960643293,0.0016233766233766,56782.38,153,1.0,186,1.0,176,1.0
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,2AAA_HUMAN,0.8753154506122548,0.0016233766233766,65308.58,150,0.9803921568627451,182,0.978494623655914,168,0.9545454545454546
P30273,FCER1G,High affinity immunoglobulin epsilon receptor subunit gamma,FCERG_HUMAN,1.152937255983517,0.0040983606557377,9667.47,144,0.9411764705882353,177,0.9516129032258065,166,0.9431818181818182
P30530,AXL,Tyrosine-protein kinase receptor UFO,UFO_HUMAN,0.6074793896962093,0.0016233766233766,98336.71,108,0.7058823529411765,130,0.6989247311827957,122,0.6931818181818182
P30566,ADSL,Adenylosuccinate lyase,PUR8_HUMAN,1.02181413953733,0.0040983606557377,54889.27,106,0.6928104575163399,117,0.6290322580645161,117,0.6647727272727273
P30613,PKLR,Pyruvate kinase PKLR,KPYR_HUMAN,1.185970616539053,0.0016233766233766,61830.16,152,0.9934640522875817,186,1.0,174,0.9886363636363636
P30626,SRI,Sorcin,SORCN_HUMAN,1.006851266972689,0.0073810825587752,21676.38,127,0.8300653594771242,154,0.8279569892473119,129,0.7329545454545454
